date,state,district,commodity,variety,market,min_price,max_price,modal_price
2025-01-14,Maharashtra,DistrictB,Wheat,Common,MarketA,1173,1842,1507
2025-01-14,Maharashtra,DistrictB,Rice,Common,MarketB,1444,1661,1552
2025-01-14,Maharashtra,DistrictB,Tomato,Common,MarketC,2361,3152,2756
2025-01-14,Maharashtra,DistrictB,Potato,Common,MarketC,1455,1923,1689
2025-01-14,Maharashtra,DistrictB,Onion,Common,MarketA,1810,2197,2003
2025-01-14,Maharashtra,DistrictC,Wheat,Common,MarketB,1710,2438,2074
2025-01-14,Maharashtra,DistrictC,Rice,Common,MarketC,1287,2053,1670
2025-01-14,Maharashtra,DistrictC,Tomato,Common,MarketC,2464,2966,2715
2025-01-14,Maharashtra,DistrictC,Potato,Common,MarketA,1829,2466,2147
2025-01-14,Maharashtra,DistrictC,Onion,Common,MarketA,2045,2804,2424
2025-01-14,Bihar,DistrictA,Wheat,Common,MarketB,1761,2463,2112
2025-01-14,Bihar,DistrictA,Rice,Common,MarketC,1466,1766,1616
2025-01-14,Bihar,DistrictA,Tomato,Common,MarketB,1674,2014,1844
2025-01-14,Bihar,DistrictA,Potato,Common,MarketA,1577,2004,1790
2025-01-14,Bihar,DistrictA,Onion,Common,MarketC,1683,2313,1998
2025-01-14,Bihar,DistrictB,Wheat,Common,MarketB,2234,2735,2484
2025-01-14,Bihar,DistrictB,Rice,Common,MarketA,2420,2872,2646
2025-01-14,Bihar,DistrictB,Tomato,Common,MarketA,1768,2348,2058
2025-01-14,Bihar,DistrictB,Potato,Common,MarketC,1259,1692,1475
2025-01-14,Bihar,DistrictB,Onion,Common,MarketB,2331,2600,2465
2025-01-14,Bihar,DistrictC,Wheat,Common,MarketC,2462,3025,2743
2025-01-14,Bihar,DistrictC,Rice,Common,MarketC,1480,1823,1651
2025-01-14,Bihar,DistrictC,Tomato,Common,MarketB,1023,1647,1335
2025-01-14,Bihar,DistrictC,Potato,Common,MarketA,1844,2218,2031
2025-01-14,Bihar,DistrictC,Onion,Common,MarketC,2371,2588,2479
2025-01-14,West Bengal,DistrictA,Wheat,Common,MarketC,1866,2442,2154
2025-01-14,West Bengal,DistrictA,Rice,Common,MarketA,2425,2849,2637
2025-01-14,West Bengal,DistrictA,Tomato,Common,MarketB,1030,1288,1159
2025-01-14,West Bengal,DistrictA,Potato,Common,MarketC,2376,3020,2698
2025-01-14,West Bengal,DistrictA,Onion,Common,MarketB,2130,2520,2325
2025-01-14,West Bengal,DistrictB,Wheat,Common,MarketB,1737,2519,2128
2025-01-14,West Bengal,DistrictB,Rice,Common,MarketC,1565,2009,1787
2025-01-14,West Bengal,DistrictB,Tomato,Common,MarketC,1075,1821,1448
2025-01-14,West Bengal,DistrictB,Potato,Common,MarketA,1316,1636,1476
2025-01-14,West Bengal,DistrictB,Onion,Common,MarketB,2455,2814,2634
2025-01-14,West Bengal,DistrictC,Wheat,Common,MarketB,1899,2600,2249
2025-01-14,West Bengal,DistrictC,Rice,Common,MarketA,2012,2386,2199
2025-01-14,West Bengal,DistrictC,Tomato,Common,MarketB,1740,2025,1882
2025-01-14,West Bengal,DistrictC,Potato,Common,MarketB,1319,1919,1619
2025-01-14,West Bengal,DistrictC,Onion,Common,MarketA,2341,2790,2565
2025-01-14,Madhya Pradesh,DistrictA,Wheat,Common,MarketC,1897,2352,2124
2025-01-14,Madhya Pradesh,DistrictA,Rice,Common,MarketA,2167,2757,2462
2025-01-14,Madhya Pradesh,DistrictA,Tomato,Common,MarketA,2192,2689,2440
2025-01-14,Madhya Pradesh,DistrictA,Potato,Common,MarketC,1270,1529,1399
2025-01-14,Madhya Pradesh,DistrictA,Onion,Common,MarketC,2258,2691,2474
2025-01-14,Madhya Pradesh,DistrictB,Wheat,Common,MarketA,1844,2275,2059
2025-01-14,Madhya Pradesh,DistrictB,Rice,Common,MarketB,1490,2192,1841
2025-01-14,Madhya Pradesh,DistrictB,Tomato,Common,MarketA,1591,2171,1881
2025-01-14,Madhya Pradesh,DistrictB,Potato,Common,MarketB,1645,2208,1926
2025-01-14,Madhya Pradesh,DistrictB,Onion,Common,MarketC,1881,2226,2053
2025-01-14,Madhya Pradesh,DistrictC,Wheat,Common,MarketB,2480,2814,2647
2025-01-14,Madhya Pradesh,DistrictC,Rice,Common,MarketC,2287,2550,2418
2025-01-14,Madhya Pradesh,DistrictC,Tomato,Common,MarketC,1040,1535,1287
2025-01-14,Madhya Pradesh,DistrictC,Potato,Common,MarketA,1912,2221,2066
2025-01-14,Madhya Pradesh,DistrictC,Onion,Common,MarketB,2393,2960,2676
2025-01-15,Uttar Pradesh,DistrictA,Wheat,Common,MarketB,2027,2470,2248
2025-01-15,Uttar Pradesh,DistrictA,Rice,Common,MarketC,1165,1390,1277
2025-01-15,Uttar Pradesh,DistrictA,Tomato,Common,MarketC,2497,2713,2605
2025-01-15,Uttar Pradesh,DistrictA,Potato,Common,MarketB,1542,1946,1744
2025-01-15,Uttar Pradesh,DistrictA,Onion,Common,MarketC,1930,2529,2229
2025-01-15,Uttar Pradesh,DistrictB,Wheat,Common,MarketC,1618,1963,1790
2025-01-15,Uttar Pradesh,DistrictB,Rice,Common,MarketA,1100,1540,1320
2025-01-15,Uttar Pradesh,DistrictB,Tomato,Common,MarketA,1758,2120,1939
2025-01-15,Uttar Pradesh,DistrictB,Potato,Common,MarketC,1501,2247,1874
2025-01-15,Uttar Pradesh,DistrictB,Onion,Common,MarketC,1380,2112,1746
2025-01-15,Uttar Pradesh,DistrictC,Wheat,Common,MarketC,2001,2507,2254
2025-01-15,Uttar Pradesh,DistrictC,Rice,Common,MarketC,1054,1586,1320
2025-01-15,Uttar Pradesh,DistrictC,Tomato,Common,MarketA,1704,2146,1925
2025-01-15,Uttar Pradesh,DistrictC,Potato,Common,MarketC,1599,2207,1903
2025-01-15,Uttar Pradesh,DistrictC,Onion,Common,MarketC,1603,2105,1854
2025-01-15,Maharashtra,DistrictA,Wheat,Common,MarketC,2061,2399,2230
2025-01-15,Maharashtra,DistrictA,Rice,Common,MarketA,1646,1846,1746
2025-01-15,Maharashtra,DistrictA,Tomato,Common,MarketB,2119,2731,2425
2025-01-15,Maharashtra,DistrictA,Potato,Common,MarketA,1428,1862,1645
2025-01-15,Maharashtra,DistrictA,Onion,Common,MarketB,1395,1945,1670
2025-01-15,Maharashtra,DistrictB,Wheat,Common,MarketA,1915,2165,2040
2025-01-15,Maharashtra,DistrictB,Rice,Common,MarketA,1035,1301,1168
2025-01-15,Maharashtra,DistrictB,Tomato,Common,MarketB,1881,2561,2221
2025-01-15,Maharashtra,DistrictB,Potato,Common,MarketA,1355,2025,1690
2025-01-15,Maharashtra,DistrictB,Onion,Common,MarketB,2019,2809,2414
2025-01-15,Maharashtra,DistrictC,Wheat,Common,MarketC,1672,2310,1991
2025-01-15,Maharashtra,DistrictC,Rice,Common,MarketA,1126,1530,1328
2025-01-15,Maharashtra,DistrictC,Tomato,Common,MarketC,1444,2107,1775
2025-01-15,Maharashtra,DistrictC,Potato,Common,MarketB,1239,1704,1471
2025-01-15,Maharashtra,DistrictC,Onion,Common,MarketA,2128,2760,2444
2025-01-15,Bihar,DistrictA,Wheat,Common,MarketA,1496,2135,1815
2025-01-15,Bihar,DistrictA,Rice,Common,MarketB,1157,1528,1342
2025-01-15,Bihar,DistrictA,Tomato,Common,MarketC,1969,2479,2224
2025-01-15,Bihar,DistrictA,Potato,Common,MarketC,1675,2337,2006
2025-01-15,Bihar,DistrictA,Onion,Common,MarketB,1549,2003,1776
2025-01-15,Bihar,DistrictB,Wheat,Common,MarketC,1094,1771,1432
2025-01-15,Bihar,DistrictB,Rice,Common,MarketC,1761,2150,1955
2025-01-15,Bihar,DistrictB,Tomato,Common,MarketA,1755,2377,2066
2025-01-15,Bihar,DistrictB,Potato,Common,MarketA,1132,1386,1259
2025-01-15,Bihar,DistrictB,Onion,Common,MarketB,1509,2249,1879
2025-01-15,Bihar,DistrictC,Wheat,Common,MarketC,2234,2726,2480
2025-01-15,Bihar,DistrictC,Rice,Common,MarketA,1733,2047,1890
2025-01-15,Bihar,DistrictC,Tomato,Common,MarketC,1258,1579,1418
2025-01-15,Bihar,DistrictC,Potato,Common,MarketA,2404,3164,2784
2025-01-15,Bihar,DistrictC,Onion,Common,MarketA,1296,1857,1576
2025-01-15,West Bengal,DistrictA,Wheat,Common,MarketC,2486,3123,2804
2025-01-15,West Bengal,DistrictA,Rice,Common,MarketC,1196,1616,1406
2025-01-15,West Bengal,DistrictA,Tomato,Common,MarketB,1090,1700,1395
2025-01-15,West Bengal,DistrictA,Potato,Common,MarketA,1268,1658,1463
2025-01-15,West Bengal,DistrictA,Onion,Common,MarketA,1060,1697,1378
2025-01-15,West Bengal,DistrictB,Wheat,Common,MarketB,2118,2870,2494
2025-01-15,West Bengal,DistrictB,Rice,Common,MarketB,2493,3206,2849
2025-01-15,West Bengal,DistrictB,Tomato,Common,MarketC,1193,1874,1533
2025-01-15,West Bengal,DistrictB,Potato,Common,MarketC,2359,2993,2676
2025-01-15,West Bengal,DistrictB,Onion,Common,MarketA,2272,2969,2620
2025-01-15,West Bengal,DistrictC,Wheat,Common,MarketB,1669,2334,2001
2025-01-15,West Bengal,DistrictC,Rice,Common,MarketB,1220,1692,1456
2025-01-15,West Bengal,DistrictC,Tomato,Common,MarketA,2272,2750,2511
2025-01-15,West Bengal,DistrictC,Potato,Common,MarketC,1513,1800,1656
2025-01-15,West Bengal,DistrictC,Onion,Common,MarketB,1922,2626,2274
2025-01-15,Madhya Pradesh,DistrictA,Wheat,Common,MarketA,1771,2211,1991
2025-01-15,Madhya Pradesh,DistrictA,Rice,Common,MarketB,1739,2174,1956
2025-01-15,Madhya Pradesh,DistrictA,Tomato,Common,MarketB,1127,1829,1478
2025-01-15,Madhya Pradesh,DistrictA,Potato,Common,MarketB,1901,2643,2272
2025-01-15,Madhya Pradesh,DistrictA,Onion,Common,MarketB,1491,1711,1601
2025-01-15,Madhya Pradesh,DistrictB,Wheat,Common,MarketB,1713,2328,2020
2025-01-15,Madhya Pradesh,DistrictB,Rice,Common,MarketC,1028,1588,1308
2025-01-15,Madhya Pradesh,DistrictB,Tomato,Common,MarketA,1161,1421,1291
2025-01-15,Madhya Pradesh,DistrictB,Potato,Common,MarketB,2479,2749,2614
2025-01-15,Madhya Pradesh,DistrictB,Onion,Common,MarketB,1465,1907,1686
2025-01-15,Madhya Pradesh,DistrictC,Wheat,Common,MarketC,2244,2916,2580
2025-01-15,Madhya Pradesh,DistrictC,Rice,Common,MarketC,1532,2225,1878
2025-01-15,Madhya Pradesh,DistrictC,Tomato,Common,MarketC,1081,1802,1441
2025-01-15,Madhya Pradesh,DistrictC,Potato,Common,MarketA,1011,1473,1242
2025-01-15,Madhya Pradesh,DistrictC,Onion,Common,MarketB,1448,1839,1643
2025-01-16,Uttar Pradesh,DistrictA,Wheat,Common,MarketC,2137,2362,2249
2025-01-16,Uttar Pradesh,DistrictA,Rice,Common,MarketB,1507,2251,1879
2025-01-16,Uttar Pradesh,DistrictA,Tomato,Common,MarketA,1228,1462,1345
2025-01-16,Uttar Pradesh,DistrictA,Potato,Common,MarketC,2479,3266,2872
2025-01-16,Uttar Pradesh,DistrictA,Onion,Common,MarketA,1760,2554,2157
2025-01-16,Uttar Pradesh,DistrictB,Wheat,Common,MarketC,2055,2266,2160
2025-01-16,Uttar Pradesh,DistrictB,Rice,Common,MarketB,1000,1634,1317
2025-01-16,Uttar Pradesh,DistrictB,Tomato,Common,MarketA,2159,2554,2356
2025-01-16,Uttar Pradesh,DistrictB,Potato,Common,MarketC,1085,1760,1422
2025-01-16,Uttar Pradesh,DistrictB,Onion,Common,MarketB,2347,2726,2536
2025-01-16,Uttar Pradesh,DistrictC,Wheat,Common,MarketA,1174,1394,1284
2025-01-16,Uttar Pradesh,DistrictC,Rice,Common,MarketC,2128,2905,2516
2025-01-16,Uttar Pradesh,DistrictC,Tomato,Common,MarketA,1048,1775,1411
2025-01-16,Uttar Pradesh,DistrictC,Potato,Common,MarketC,2363,2916,2639
2025-01-16,Uttar Pradesh,DistrictC,Onion,Common,MarketA,1928,2705,2316
2025-01-16,Maharashtra,DistrictA,Wheat,Common,MarketA,1318,1604,1461
2025-01-16,Maharashtra,DistrictA,Rice,Common,MarketA,1697,1938,1817
2025-01-16,Maharashtra,DistrictA,Tomato,Common,MarketB,1528,1992,1760
2025-01-16,Maharashtra,DistrictA,Potato,Common,MarketC,1291,1954,1622
2025-01-16,Maharashtra,DistrictA,Onion,Common,MarketB,1096,1390,1243
2025-01-16,Maharashtra,DistrictB,Wheat,Common,MarketB,1073,1608,1340
2025-01-16,Maharashtra,DistrictB,Rice,Common,MarketB,2100,2507,2303
2025-01-16,Maharashtra,DistrictB,Tomato,Common,MarketB,2244,2705,2474
2025-01-16,Maharashtra,DistrictB,Potato,Common,MarketA,1330,1873,1601
2025-01-16,Maharashtra,DistrictB,Onion,Common,MarketA,1770,2043,1906
2025-01-16,Maharashtra,DistrictC,Wheat,Common,MarketB,1253,1784,1518
2025-01-16,Maharashtra,DistrictC,Rice,Common,MarketC,2368,3151,2759
2025-01-16,Maharashtra,DistrictC,Tomato,Common,MarketB,1835,2489,2162
2025-01-16,Maharashtra,DistrictC,Potato,Common,MarketB,2138,2650,2394
2025-01-16,Maharashtra,DistrictC,Onion,Common,MarketB,1227,1671,1449
2025-01-16,Bihar,DistrictA,Wheat,Common,MarketB,2017,2744,2380
2025-01-16,Bihar,DistrictA,Rice,Common,MarketA,1426,1667,1546
2025-01-16,Bihar,DistrictA,Tomato,Common,MarketB,1277,1495,1386
2025-01-16,Bihar,DistrictA,Potato,Common,MarketC,1166,1950,1558
2025-01-16,Bihar,DistrictA,Onion,Common,MarketB,1408,1719,1563
2025-01-16,Bihar,DistrictB,Wheat,Common,MarketA,2430,3002,2716
2025-01-16,Bihar,DistrictB,Rice,Common,MarketA,1650,1888,1769
2025-01-16,Bihar,DistrictB,Tomato,Common,MarketA,1323,1936,1629
2025-01-16,Bihar,DistrictB,Potato,Common,MarketC,1634,1894,1764
2025-01-16,Bihar,DistrictB,Onion,Common,MarketB,2377,2969,2673
2025-01-16,Bihar,DistrictC,Wheat,Common,MarketB,1485,2201,1843
2025-01-16,Bihar,DistrictC,Rice,Common,MarketA,2203,2744,2473
2025-01-16,Bihar,DistrictC,Tomato,Common,MarketA,1442,1894,1668
2025-01-16,Bihar,DistrictC,Potato,Common,MarketB,1092,1702,1397
2025-01-16,Bihar,DistrictC,Onion,Common,MarketC,2231,3003,2617
2025-01-16,West Bengal,DistrictA,Wheat,Common,MarketA,1265,1782,1523
2025-01-16,West Bengal,DistrictA,Rice,Common,MarketB,1900,2477,2188
2025-01-16,West Bengal,DistrictA,Tomato,Common,MarketC,1190,1829,1509
2025-01-16,West Bengal,DistrictA,Potato,Common,MarketA,1830,2396,2113
2025-01-16,West Bengal,DistrictA,Onion,Common,MarketC,1186,1517,1351
2025-01-16,West Bengal,DistrictB,Wheat,Common,MarketB,2399,2697,2548
2025-01-16,West Bengal,DistrictB,Rice,Common,MarketC,2057,2838,2447
2025-01-16,West Bengal,DistrictB,Tomato,Common,MarketA,2389,2647,2518
2025-01-16,West Bengal,DistrictB,Potato,Common,MarketA,1018,1443,1230
2025-01-16,West Bengal,DistrictB,Onion,Common,MarketA,2118,2614,2366
2025-01-16,West Bengal,DistrictC,Wheat,Common,MarketC,1174,1595,1384
2025-01-16,West Bengal,DistrictC,Rice,Common,MarketB,1053,1655,1354
2025-01-16,West Bengal,DistrictC,Tomato,Common,MarketA,1348,1990,1669
2025-01-16,West Bengal,DistrictC,Potato,Common,MarketB,1579,2318,1948
2025-01-16,West Bengal,DistrictC,Onion,Common,MarketC,1281,1840,1560
2025-01-16,Madhya Pradesh,DistrictA,Wheat,Common,MarketA,1822,2029,1925
2025-01-16,Madhya Pradesh,DistrictA,Rice,Common,MarketA,1562,2252,1907
2025-01-16,Madhya Pradesh,DistrictA,Tomato,Common,MarketC,1471,1919,1695
2025-01-16,Madhya Pradesh,DistrictA,Potato,Common,MarketA,2106,2398,2252
2025-01-16,Madhya Pradesh,DistrictA,Onion,Common,MarketA,2417,2884,2650
2025-01-16,Madhya Pradesh,DistrictB,Wheat,Common,MarketA,1631,2413,2022
2025-01-16,Madhya Pradesh,DistrictB,Rice,Common,MarketB,2276,2597,2436
2025-01-16,Madhya Pradesh,DistrictB,Tomato,Common,MarketB,2339,2811,2575
2025-01-16,Madhya Pradesh,DistrictB,Potato,Common,MarketA,2233,2896,2564
2025-01-16,Madhya Pradesh,DistrictB,Onion,Common,MarketC,2439,2854,2646
2025-01-16,Madhya Pradesh,DistrictC,Wheat,Common,MarketA,1479,2225,1852
2025-01-16,Madhya Pradesh,DistrictC,Rice,Common,MarketA,1017,1381,1199
2025-01-16,Madhya Pradesh,DistrictC,Tomato,Common,MarketB,1201,1746,1473
2025-01-16,Madhya Pradesh,DistrictC,Potato,Common,MarketC,2471,3183,2827
2025-01-16,Madhya Pradesh,DistrictC,Onion,Common,MarketC,1216,1449,1332
2025-01-17,Uttar Pradesh,DistrictA,Wheat,Common,MarketA,1265,1544,1404
2025-01-17,Uttar Pradesh,DistrictA,Rice,Common,MarketA,1412,1863,1637
2025-01-17,Uttar Pradesh,DistrictA,Tomato,Common,MarketC,1723,2204,1963
2025-01-17,Uttar Pradesh,DistrictA,Potato,Common,MarketA,2401,2868,2634
2025-01-17,Uttar Pradesh,DistrictA,Onion,Common,MarketB,1297,1813,1555
2025-01-17,Uttar Pradesh,DistrictB,Wheat,Common,MarketC,1508,2253,1880
2025-01-17,Uttar Pradesh,DistrictB,Rice,Common,MarketC,1364,2110,1737
2025-01-17,Uttar Pradesh,DistrictB,Tomato,Common,MarketB,2497,3233,2865
2025-01-17,Uttar Pradesh,DistrictB,Potato,Common,MarketC,1058,1508,1283
2025-01-17,Uttar Pradesh,DistrictB,Onion,Common,MarketC,1085,1674,1379
2025-01-17,Uttar Pradesh,DistrictC,Wheat,Common,MarketC,1855,2203,2029
2025-01-17,Uttar Pradesh,DistrictC,Rice,Common,MarketB,1120,1575,1347
2025-01-17,Uttar Pradesh,DistrictC,Tomato,Common,MarketC,1863,2371,2117
2025-01-17,Uttar Pradesh,DistrictC,Potato,Common,MarketB,2021,2289,2155
2025-01-17,Uttar Pradesh,DistrictC,Onion,Common,MarketB,1387,1672,1529
2025-01-17,Maharashtra,DistrictA,Wheat,Common,MarketB,2250,3042,2646
2025-01-17,Maharashtra,DistrictA,Rice,Common,MarketA,2207,2728,2467
2025-01-17,Maharashtra,DistrictA,Tomato,Common,MarketC,2341,3106,2723
2025-01-17,Maharashtra,DistrictA,Potato,Common,MarketA,1898,2390,2144
2025-01-17,Maharashtra,DistrictA,Onion,Common,MarketC,1484,2130,1807
2025-01-17,Maharashtra,DistrictB,Wheat,Common,MarketB,2435,3142,2788
2025-01-17,Maharashtra,DistrictB,Rice,Common,MarketA,1889,2332,2110
2025-01-17,Maharashtra,DistrictB,Tomato,Common,MarketA,1959,2312,2135
2025-01-17,Maharashtra,DistrictB,Potato,Common,MarketA,1519,1846,1682
2025-01-17,Maharashtra,DistrictB,Onion,Common,MarketC,1567,1925,1746
2025-01-17,Maharashtra,DistrictC,Wheat,Common,MarketC,1651,2026,1838
2025-01-17,Maharashtra,DistrictC,Rice,Common,MarketC,1619,2029,1824
2025-01-17,Maharashtra,DistrictC,Tomato,Common,MarketA,1585,1951,1768
2025-01-17,Maharashtra,DistrictC,Potato,Common,MarketC,2327,2759,2543
2025-01-17,Maharashtra,DistrictC,Onion,Common,MarketC,2205,2738,2471
2025-01-17,Bihar,DistrictA,Wheat,Common,MarketA,2052,2344,2198
2025-01-17,Bihar,DistrictA,Rice,Common,MarketC,1867,2396,2131
2025-01-17,Bihar,DistrictA,Tomato,Common,MarketA,2207,2501,2354
2025-01-17,Bihar,DistrictA,Potato,Common,MarketB,1648,2200,1924
2025-01-17,Bihar,DistrictA,Onion,Common,MarketC,1940,2404,2172
2025-01-17,Bihar,DistrictB,Wheat,Common,MarketC,2042,2740,2391
2025-01-17,Bihar,DistrictB,Rice,Common,MarketB,1715,2487,2101
2025-01-17,Bihar,DistrictB,Tomato,Common,MarketB,1254,1538,1396
2025-01-17,Bihar,DistrictB,Potato,Common,MarketA,1675,1966,1820
2025-01-17,Bihar,DistrictB,Onion,Common,MarketB,1036,1375,1205
2025-01-17,Bihar,DistrictC,Wheat,Common,MarketB,1866,2631,2248
2025-01-17,Bihar,DistrictC,Rice,Common,MarketB,2201,2537,2369
2025-01-17,Bihar,DistrictC,Tomato,Common,MarketA,1341,2099,1720
2025-01-17,Bihar,DistrictC,Potato,Common,MarketB,1971,2427,2199
2025-01-17,Bihar,DistrictC,Onion,Common,MarketC,1242,1856,1549
2025-01-17,West Bengal,DistrictA,Wheat,Common,MarketB,1706,2248,1977
2025-01-17,West Bengal,DistrictA,Rice,Common,MarketB,2402,3195,2798
2025-01-17,West Bengal,DistrictA,Tomato,Common,MarketC,1652,1997,1824
2025-01-17,West Bengal,DistrictA,Potato,Common,MarketC,1121,1572,1346
2025-01-17,West Bengal,DistrictA,Onion,Common,MarketB,1310,1984,1647
2025-01-17,West Bengal,DistrictB,Wheat,Common,MarketC,1574,2120,1847
2025-01-17,West Bengal,DistrictB,Rice,Common,MarketA,2496,3077,2786
2025-01-17,West Bengal,DistrictB,Tomato,Common,MarketA,2389,2682,2535
2025-01-17,West Bengal,DistrictB,Potato,Common,MarketA,1338,1974,1656
2025-01-17,West Bengal,DistrictB,Onion,Common,MarketC,1039,1597,1318
2025-01-17,West Bengal,DistrictC,Wheat,Common,MarketB,1573,2026,1799
2025-01-17,West Bengal,DistrictC,Rice,Common,MarketA,1580,2177,1878
2025-01-17,West Bengal,DistrictC,Tomato,Common,MarketC,1169,1879,1524
2025-01-17,West Bengal,DistrictC,Potato,Common,MarketA,1528,2068,1798
2025-01-17,West Bengal,DistrictC,Onion,Common,MarketC,1217,1880,1548
2025-01-17,Madhya Pradesh,DistrictA,Wheat,Common,MarketA,1729,2301,2015
2025-01-17,Madhya Pradesh,DistrictA,Rice,Common,MarketC,2054,2621,2337
2025-01-17,Madhya Pradesh,DistrictA,Tomato,Common,MarketC,1107,1890,1498
2025-01-17,Madhya Pradesh,DistrictA,Potato,Common,MarketC,1417,2014,1715
2025-01-17,Madhya Pradesh,DistrictA,Onion,Common,MarketA,2139,2924,2531
2025-01-17,Madhya Pradesh,DistrictB,Wheat,Common,MarketB,1779,2106,1942
2025-01-17,Madhya Pradesh,DistrictB,Rice,Common,MarketA,1914,2348,2131
2025-01-17,Madhya Pradesh,DistrictB,Tomato,Common,MarketB,1180,1536,1358
2025-01-17,Madhya Pradesh,DistrictB,Potato,Common,MarketA,1570,1793,1681
2025-01-17,Madhya Pradesh,DistrictB,Onion,Common,MarketB,2423,3214,2818
2025-01-17,Madhya Pradesh,DistrictC,Wheat,Common,MarketB,1420,1832,1626
2025-01-17,Madhya Pradesh,DistrictC,Rice,Common,MarketA,1347,1712,1529
2025-01-17,Madhya Pradesh,DistrictC,Tomato,Common,MarketC,1347,1944,1645
2025-01-17,Madhya Pradesh,DistrictC,Potato,Common,MarketA,1725,2359,2042
2025-01-17,Madhya Pradesh,DistrictC,Onion,Common,MarketC,2244,2751,2497
2025-01-18,Uttar Pradesh,DistrictA,Wheat,Common,MarketC,1797,2462,2129
2025-01-18,Uttar Pradesh,DistrictA,Rice,Common,MarketB,2265,2622,2443
2025-01-18,Uttar Pradesh,DistrictA,Tomato,Common,MarketC,1553,1979,1766
2025-01-18,Uttar Pradesh,DistrictA,Potato,Common,MarketB,2095,2537,2316
2025-01-18,Uttar Pradesh,DistrictA,Onion,Common,MarketC,2068,2739,2403
2025-01-18,Uttar Pradesh,DistrictB,Wheat,Common,MarketB,1651,1942,1796
2025-01-18,Uttar Pradesh,DistrictB,Rice,Common,MarketA,1171,1562,1366
2025-01-18,Uttar Pradesh,DistrictB,Tomato,Common,MarketC,2304,2867,2585
2025-01-18,Uttar Pradesh,DistrictB,Potato,Common,MarketA,1237,1571,1404
2025-01-18,Uttar Pradesh,DistrictB,Onion,Common,MarketC,1901,2380,2140
2025-01-18,Uttar Pradesh,DistrictC,Wheat,Common,MarketA,1739,2309,2024
2025-01-18,Uttar Pradesh,DistrictC,Rice,Common,MarketC,2135,2555,2345
2025-01-18,Uttar Pradesh,DistrictC,Tomato,Common,MarketB,2348,2984,2666
2025-01-18,Uttar Pradesh,DistrictC,Potato,Common,MarketA,2193,2767,2480
2025-01-18,Uttar Pradesh,DistrictC,Onion,Common,MarketC,1380,1593,1486
2025-01-18,Maharashtra,DistrictA,Wheat,Common,MarketB,1668,2367,2017
2025-01-18,Maharashtra,DistrictA,Rice,Common,MarketA,2414,3162,2788
2025-01-18,Maharashtra,DistrictA,Tomato,Common,MarketB,1529,2220,1874
2025-01-18,Maharashtra,DistrictA,Potato,Common,MarketC,2408,2803,2605
2025-01-18,Maharashtra,DistrictA,Onion,Common,MarketC,1299,2045,1672
2025-01-18,Maharashtra,DistrictB,Wheat,Common,MarketC,1730,2237,1983
2025-01-18,Maharashtra,DistrictB,Rice,Common,MarketC,2275,2482,2378
2025-01-18,Maharashtra,DistrictB,Tomato,Common,MarketA,2231,2561,2396
2025-01-18,Maharashtra,DistrictB,Potato,Common,MarketC,1607,1832,1719
2025-01-18,Maharashtra,DistrictB,Onion,Common,MarketC,2477,2862,2669
2025-01-18,Maharashtra,DistrictC,Wheat,Common,MarketA,1004,1792,1398
2025-01-18,Maharashtra,DistrictC,Rice,Common,MarketA,2228,2438,2333
2025-01-18,Maharashtra,DistrictC,Tomato,Common,MarketB,1007,1615,1311
2025-01-18,Maharashtra,DistrictC,Potato,Common,MarketC,2004,2590,2297
2025-01-18,Maharashtra,DistrictC,Onion,Common,MarketB,2498,2904,2701
2025-01-18,Bihar,DistrictA,Wheat,Common,MarketA,1556,2103,1829
2025-01-18,Bihar,DistrictA,Rice,Common,MarketB,1233,1476,1354
2025-01-18,Bihar,DistrictA,Tomato,Common,MarketB,1736,2077,1906
2025-01-18,Bihar,DistrictA,Potato,Common,MarketB,1448,2239,1843
2025-01-18,Bihar,DistrictA,Onion,Common,MarketC,1134,1510,1322
2025-01-18,Bihar,DistrictB,Wheat,Common,MarketA,2266,3032,2649
2025-01-18,Bihar,DistrictB,Rice,Common,MarketC,2480,3119,2799
2025-01-18,Bihar,DistrictB,Tomato,Common,MarketA,1696,2314,2005
2025-01-18,Bihar,DistrictB,Potato,Common,MarketA,1655,1862,1758
2025-01-18,Bihar,DistrictB,Onion,Common,MarketA,1214,1965,1589
2025-01-18,Bihar,DistrictC,Wheat,Common,MarketB,1502,1946,1724
2025-01-18,Bihar,DistrictC,Rice,Common,MarketC,1308,1738,1523
2025-01-18,Bihar,DistrictC,Tomato,Common,MarketC,1154,1528,1341
2025-01-18,Bihar,DistrictC,Potato,Common,MarketA,2413,2923,2668
2025-01-18,Bihar,DistrictC,Onion,Common,MarketA,1299,1516,1407
2025-01-18,West Bengal,DistrictA,Wheat,Common,MarketA,1231,1708,1469
2025-01-18,West Bengal,DistrictA,Rice,Common,MarketA,2017,2519,2268
2025-01-18,West Bengal,DistrictA,Tomato,Common,MarketA,1469,1745,1607
2025-01-18,West Bengal,DistrictA,Potato,Common,MarketA,1023,1237,1130
2025-01-18,West Bengal,DistrictA,Onion,Common,MarketA,1346,1717,1531
2025-01-18,West Bengal,DistrictB,Wheat,Common,MarketA,2350,3034,2692
2025-01-18,West Bengal,DistrictB,Rice,Common,MarketA,2485,3062,2773
2025-01-18,West Bengal,DistrictB,Tomato,Common,MarketA,1999,2622,2310
2025-01-18,West Bengal,DistrictB,Potato,Common,MarketC,1476,2057,1766
